OrderID,CustomerID,OrderDate,Month,Quarter,Category,SubCategory,City,Channel,PaymentMethod,Quantity,UnitPrice,DiscountPct,DiscountAmt,Revenue,Cost,Profit,ProfitMarginPct,IsReturned,ReturnReason,CustomerRating,DeliveryDays
ORD10046,CUST2044,2024-01-05,January,Q1,Beauty,Fragrance,Hyderabad,Social Media,UPI,3,2468.59,0,0.0,7405.77,4509.39,2896.38,39.11,0,,5,6
ORD10047,CUST2426,2024-01-05,January,Q1,Fashion,Footwear,Bangalore,Organic Search,Credit Card,1,1187.16,0,0.0,1187.16,582.63,604.53,50.92,0,,3,3
ORD10048,CUST1936,2024-01-05,January,Q1,Home & Kitchen,Appliances,Bangalore,Organic Search,Debit Card,1,10978.08,5,548.9,10429.18,7043.96,3385.22,32.46,1,Wrong Item,4,7
ORD10049,CUST2102,2024-01-05,January,Q1,Home & Kitchen,Decor,Delhi,Email,Debit Card,1,12842.59,5,642.13,12200.46,7647.86,4552.6,37.31,0,,5,3
ORD10050,CUST2501,2024-01-05,January,Q1,Electronics,Tablet,Bangalore,Referral,UPI,3,75082.47,10,22524.74,202722.67,152883.56,49839.11,24.58,0,,4,10
ORD10051,CUST2064,2024-01-05,January,Q1,Toys,Action Figures,Mumbai,Email,COD,1,907.69,10,90.77,816.92,491.25,325.67,39.87,0,,4,4
ORD10052,CUST2960,2024-01-05,January,Q1,Sports,Fitness Equipment,Pune,Paid Ads,UPI,2,7489.39,10,1497.88,13480.9,10420.42,3060.48,22.7,0,,2,9
ORD10053,CUST1647,2024-01-05,January,Q1,Toys,Board Games,Mumbai,Direct,Credit Card,2,2792.53,10,558.51,5026.55,3317.28,1709.27,34.0,0,,5,7
ORD10054,CUST1690,2024-01-05,January,Q1,Books,Fiction,Mumbai,Paid Ads,COD,1,654.43,0,0.0,654.43,453.75,200.68,30.66,1,Wrong Item,2,4
ORD10055,CUST1897,2024-01-05,January,Q1,Home & Kitchen,Decor,Bangalore,Social Media,UPI,2,12966.26,25,6483.13,19449.39,11845.07,7604.32,39.1,0,,4,2
ORD10056,CUST3398,2024-01-05,January,Q1,Books,Academic,Hyderabad,Paid Ads,UPI,4,622.81,0,0.0,2491.24,1574.45,916.79,36.8,0,,4,5
ORD10057,CUST3641,2024-01-05,January,Q1,Electronics,Headphones,Bangalore,Paid Ads,Credit Card,1,27432.63,25,6858.16,20574.47,17945.2,2629.27,12.78,0,,5,8
ORD10058,CUST3118,2024-01-05,January,Q1,Electronics,Camera,Delhi,Email,UPI,1,66125.91,5,3306.3,62819.61,30635.69,32183.92,51.23,1,Size Issue,2,2
ORD10059,CUST3453,2024-01-05,January,Q1,Electronics,Camera,Hyderabad,Social Media,Credit Card,3,73428.23,10,22028.47,198256.22,131012.65,67243.57,33.92,0,,4,9
ORD10060,CUST3174,2024-01-05,January,Q1,Fashion,Footwear,Delhi,Paid Ads,Debit Card,2,1216.37,0,0.0,2432.74,1582.46,850.28,34.95,0,,3,5
ORD10061,CUST1801,2024-01-05,January,Q1,Fashion,Mens Clothing,Ahmedabad,Organic Search,Credit Card,1,597.05,0,0.0,597.05,352.41,244.64,40.97,0,,4,6
ORD10062,CUST1148,2024-01-05,January,Q1,Fashion,Mens Clothing,Kolkata,Organic Search,Credit Card,2,2265.29,5,226.53,4304.05,2111.04,2193.01,50.95,0,,5,7
ORD10063,CUST2562,2024-01-06,January,Q1,Sports,Fitness Equipment,Bangalore,Social Media,Credit Card,2,4513.16,15,1353.95,7672.37,5626.66,2045.71,26.66,0,,1,9
ORD10064,CUST2493,2024-01-06,January,Q1,Fashion,Accessories,Delhi,Organic Search,Credit Card,2,2630.4,0,0.0,5260.8,2447.06,2813.74,53.49,0,,5,7
ORD10065,CUST1196,2024-01-06,January,Q1,Fashion,Womens Clothing,Chennai,Organic Search,Credit Card,3,2067.38,10,620.21,5581.93,4058.48,1523.45,27.29,1,Not as Described,5,4
ORD10066,CUST1936,2024-01-06,January,Q1,Home & Kitchen,Appliances,Mumbai,Social Media,UPI,1,6357.35,0,0.0,6357.35,2929.2,3428.15,53.92,0,,5,5
ORD10067,CUST1368,2024-01-06,January,Q1,Electronics,Mobile,Bangalore,Social Media,Credit Card,1,10386.74,5,519.34,9867.4,5030.81,4836.59,49.02,0,,4,3
ORD10068,CUST3896,2024-01-06,January,Q1,Sports,Outdoor,Delhi,Email,UPI,2,7404.17,25,3702.08,11106.26,7682.22,3424.03,30.83,0,,4,1
ORD10069,CUST1650,2024-01-07,January,Q1,Electronics,Camera,Kolkata,Social Media,Credit Card,1,26177.31,20,5235.46,20941.85,15924.74,5017.11,23.96,0,,4,3
ORD10070,CUST1378,2024-01-07,January,Q1,Toys,Board Games,Mumbai,Direct,Net Banking,2,2792.27,10,558.45,5026.09,3876.17,1149.91,22.88,0,,5,1
ORD10071,CUST3520,2024-01-07,January,Q1,Sports,Fitness Equipment,Hyderabad,Referral,Net Banking,1,7160.53,0,0.0,7160.53,3433.16,3727.37,52.05,0,,5,5
ORD10072,CUST3848,2024-01-07,January,Q1,Electronics,Mobile,Chennai,Email,Credit Card,1,46100.75,0,0.0,46100.75,22390.07,23710.68,51.43,0,,4,7
ORD10073,CUST3264,2024-01-07,January,Q1,Electronics,Tablet,Bangalore,Social Media,UPI,1,12298.97,25,3074.74,9224.23,6668.72,2555.51,27.7,0,,5,9
ORD10074,CUST1205,2024-01-07,January,Q1,Sports,Fitness Equipment,Mumbai,Paid Ads,Credit Card,2,3572.48,0,0.0,7144.96,4708.92,2436.04,34.09,0,,5,4
ORD10075,CUST2025,2024-01-07,January,Q1,Beauty,Fragrance,Ahmedabad,Referral,Net Banking,2,2415.58,20,966.23,3864.93,2738.34,1126.59,29.15,0,,5,10
ORD10076,CUST1324,2024-01-07,January,Q1,Beauty,Haircare,Bangalore,Organic Search,UPI,1,2624.4,5,131.22,2493.18,1391.99,1101.19,44.17,1,Not as Described,4,10
ORD10077,CUST3151,2024-01-07,January,Q1,Sports,Sportswear,Hyderabad,Organic Search,Credit Card,1,1014.17,30,304.25,709.92,598.67,111.25,15.67,1,Size Issue,5,1
ORD10078,CUST2045,2024-01-07,January,Q1,Electronics,Headphones,Delhi,Paid Ads,Debit Card,1,75093.16,5,3754.66,71338.5,38682.8,32655.7,45.78,0,,5,7
ORD10079,CUST2855,2024-01-07,January,Q1,Fashion,Mens Clothing,Bangalore,Organic Search,Credit Card,2,1868.33,5,186.83,3549.83,2056.25,1493.58,42.07,0,,2,3
ORD10080,CUST1610,2024-01-08,January,Q1,Electronics,Tablet,Bangalore,Referral,Debit Card,1,54097.55,10,5409.76,48687.8,28842.18,19845.62,40.76,0,,5,1
ORD10081,CUST2200,2024-01-08,January,Q1,Books,Fiction,Mumbai,Social Media,UPI,2,525.15,30,315.09,735.21,683.78,51.43,6.99,0,,4,4
ORD10082,CUST1580,2024-01-08,January,Q1,Home & Kitchen,Cookware,Mumbai,Social Media,UPI,1,7074.75,30,2122.43,4952.32,4818.36,133.97,2.71,0,,4,11
ORD10083,CUST2785,2024-01-08,January,Q1,Fashion,Accessories,Pune,Social Media,Debit Card,1,2670.99,15,400.65,2270.34,1709.15,561.19,24.72,0,,5,9
ORD10084,CUST2140,2024-01-08,January,Q1,Electronics,Tablet,Delhi,Paid Ads,Credit Card,2,72291.36,15,21687.41,122895.31,80933.2,41962.11,34.14,0,,4,6
ORD10085,CUST1761,2024-01-08,January,Q1,Fashion,Womens Clothing,Mumbai,Organic Search,Credit Card,1,1443.95,10,144.4,1299.56,831.84,467.72,35.99,1,Late Delivery,5,6
ORD10086,CUST1938,2024-01-08,January,Q1,Fashion,Accessories,Bangalore,Social Media,Credit Card,1,4119.61,15,617.94,3501.67,1982.64,1519.03,43.38,0,,4,7
ORD10087,CUST2677,2024-01-08,January,Q1,Beauty,Skincare,Pune,Email,COD,1,747.83,20,149.57,598.26,476.16,122.11,20.41,0,,4,1
ORD10088,CUST2276,2024-01-08,January,Q1,Beauty,Skincare,Mumbai,Paid Ads,Credit Card,1,2023.47,10,202.35,1821.12,1212.3,608.82,33.43,0,,1,5
ORD10089,CUST1682,2024-01-08,January,Q1,Books,Children,Hyderabad,Email,UPI,1,385.45,10,38.54,346.9,260.41,86.49,24.93,0,,4,4
ORD10090,CUST3132,2024-01-09,January,Q1,Home & Kitchen,Appliances,Mumbai,Organic Search,Debit Card,1,12957.21,10,1295.72,11661.49,6480.58,5180.9,44.43,0,,5,4
ORD10091,CUST1273,2024-01-09,January,Q1,Electronics,Camera,Mumbai,Organic Search,Credit Card,2,12646.09,10,2529.22,22762.96,16185.26,6577.7,28.9,0,,4,7
ORD10092,CUST1949,2024-01-09,January,Q1,Beauty,Haircare,Mumbai,Organic Search,UPI,2,2399.4,20,959.76,3839.04,2980.86,858.18,22.35,1,Not as Described,4,2
ORD10093,CUST1377,2024-01-09,January,Q1,Sports,Sportswear,Pune,Paid Ads,UPI,2,8655.09,5,865.51,16444.67,8940.04,7504.63,45.64,0,,3,5
ORD10094,CUST3543,2024-01-09,January,Q1,Home & Kitchen,Furniture,Mumbai,Direct,Debit Card,1,6147.09,0,0.0,6147.09,3791.8,2355.29,38.32,0,,5,7
ORD10095,CUST1213,2024-01-09,January,Q1,Sports,Sportswear,Mumbai,Direct,UPI,2,9835.66,10,1967.13,17704.19,13398.01,4306.18,24.32,0,,2,3
ORD10096,CUST3345,2024-01-09,January,Q1,Home & Kitchen,Furniture,Bangalore,Paid Ads,UPI,2,10448.12,0,0.0,20896.24,14201.27,6694.97,32.04,0,,5,2
ORD10097,CUST3681,2024-01-09,January,Q1,Home & Kitchen,Cookware,Pune,Social Media,Debit Card,1,3188.77,10,318.88,2869.89,2008.63,861.27,30.01,0,,4,1
ORD10098,CUST1720,2024-01-09,January,Q1,Fashion,Accessories,Delhi,Email,UPI,2,753.49,25,376.74,1130.24,696.25,433.98,38.4,0,,1,5
ORD10099,CUST2180,2024-01-09,January,Q1,Electronics,Camera,Bangalore,Organic Search,UPI,4,31668.79,10,12667.52,114007.64,84627.38,29380.27,25.77,1,Changed Mind,5,5
ORD10100,CUST3244,2024-01-09,January,Q1,Electronics,Camera,Mumbai,Organic Search,Credit Card,1,40540.68,20,8108.14,32432.54,24910.0,7522.54,23.19,0,,4,4
ORD10101,CUST2926,2024-01-09,January,Q1,Electronics,Headphones,Bangalore,Referral,UPI,3,75879.74,0,0.0,227639.22,120104.4,107534.82,47.24,0,,4,8
ORD10102,CUST2733,2024-01-09,January,Q1,Beauty,Fragrance,Hyderabad,Social Media,Credit Card,1,528.57,25,132.14,396.43,262.6,133.83,33.76,1,Changed Mind,5,2
ORD10103,CUST1687,2024-01-10,January,Q1,Fashion,Accessories,Hyderabad,Referral,Credit Card,1,2819.46,10,281.95,2537.51,1350.67,1186.85,46.77,0,,4,4
ORD10104,CUST1967,2024-01-10,January,Q1,Home & Kitchen,Furniture,Delhi,Paid Ads,UPI,1,5606.5,0,0.0,5606.5,2593.34,3013.16,53.74,0,,5,5
ORD10105,CUST1070,2024-01-10,January,Q1,Books,Academic,Delhi,Email,COD,2,431.98,10,86.4,777.56,551.66,225.9,29.05,0,,5,9
ORD10106,CUST1800,2024-01-10,January,Q1,Fashion,Accessories,Mumbai,Organic Search,COD,1,1168.56,25,292.14,876.42,594.75,281.67,32.14,0,,4,3
ORD10107,CUST3468,2024-01-10,January,Q1,Fashion,Footwear,Delhi,Organic Search,Credit Card,3,3751.48,0,0.0,11254.44,5132.74,6121.7,54.39,0,,4,1
ORD10108,CUST3918,2024-01-10,January,Q1,Sports,Outdoor,Mumbai,Social Media,Debit Card,3,2827.51,10,848.25,7634.28,4659.6,2974.67,38.96,0,,3,4
ORD10109,CUST1315,2024-01-10,January,Q1,Fashion,Accessories,Pune,Paid Ads,UPI,2,1034.61,25,517.3,1551.92,1180.8,371.11,23.91,0,,5,10
ORD10110,CUST1275,2024-01-10,January,Q1,Electronics,Laptop,Ahmedabad,Organic Search,Credit Card,1,34748.36,0,0.0,34748.36,17106.88,17641.48,50.77,1,Late Delivery,5,6
ORD10111,CUST1415,2024-01-10,January,Q1,Fashion,Womens Clothing,Ahmedabad,Organic Search,UPI,4,1862.1,10,744.84,6703.56,3433.8,3269.76,48.78,0,,4,7
ORD10112,CUST2102,2024-01-11,January,Q1,Electronics,Tablet,Kolkata,Organic Search,UPI,3,49711.66,10,14913.5,134221.48,74162.05,60059.43,44.75,1,Damaged Product,2,4
ORD10113,CUST1732,2024-01-11,January,Q1,Books,Academic,Hyderabad,Email,COD,1,262.12,5,13.11,249.01,162.46,86.56,34.76,0,,3,4
ORD10114,CUST3187,2024-01-11,January,Q1,Sports,Sportswear,Chennai,Paid Ads,Credit Card,2,7579.4,10,1515.88,13642.92,7133.14,6509.78,47.72,0,,4,6
ORD10115,CUST1508,2024-01-11,January,Q1,Beauty,Makeup,Delhi,Organic Search,Credit Card,2,2372.38,0,0.0,4744.76,2793.52,1951.24,41.12,0,,3,1
ORD10116,CUST2894,2024-01-11,January,Q1,Books,Non-Fiction,Hyderabad,Organic Search,COD,2,794.26,15,238.28,1350.24,772.98,577.26,42.75,1,Not as Described,5,5
ORD10117,CUST3266,2024-01-11,January,Q1,Sports,Fitness Equipment,Bangalore,Organic Search,UPI,1,6871.99,0,0.0,6871.99,3428.59,3443.4,50.11,0,,5,11
ORD10118,CUST2511,2024-01-11,January,Q1,Electronics,Laptop,Bangalore,Social Media,COD,1,11720.84,5,586.04,11134.8,6426.18,4708.62,42.29,0,,5,3
ORD10119,CUST3962,2024-01-11,January,Q1,Books,Academic,Chennai,Organic Search,Credit Card,1,451.39,10,45.14,406.25,214.5,191.75,47.2,0,,1,8
ORD10120,CUST1732,2024-01-11,January,Q1,Home & Kitchen,Decor,Delhi,Email,UPI,1,12418.37,5,620.92,11797.45,6125.99,5671.46,48.07,1,Wrong Item,5,5
ORD10121,CUST1625,2024-01-11,January,Q1,Sports,Sportswear,Delhi,Organic Search,UPI,2,4129.96,5,413.0,7846.92,4437.54,3409.38,43.45,0,,5,7
ORD10122,CUST3185,2024-01-11,January,Q1,Books,Non-Fiction,Kolkata,Organic Search,Credit Card,4,561.02,20,448.82,1795.26,1194.79,600.48,33.45,0,,2,8
ORD10123,CUST1765,2024-01-11,January,Q1,Fashion,Womens Clothing,Mumbai,Direct,UPI,4,2503.03,25,2503.03,7509.09,6380.9,1128.19,15.02,0,,4,8
ORD10124,CUST2006,2024-01-12,January,Q1,Electronics,Camera,Bangalore,Email,UPI,2,5870.18,20,2348.07,9392.29,5502.65,3889.63,41.41,0,,5,2
ORD10125,CUST1035,2024-01-12,January,Q1,Fashion,Footwear,Kolkata,Organic Search,Credit Card,2,1024.82,10,204.96,1844.68,1363.24,481.43,26.1,0,,5,2
ORD10126,CUST2333,2024-01-12,January,Q1,Fashion,Mens Clothing,Hyderabad,Direct,Debit Card,1,1049.23,20,209.85,839.38,686.26,153.13,18.24,0,,3,10
ORD10127,CUST1703,2024-01-12,January,Q1,Sports,Outdoor,Hyderabad,Paid Ads,UPI,2,6593.39,25,3296.7,9890.09,8459.29,1430.79,14.47,0,,2,5
ORD10128,CUST2115,2024-01-12,January,Q1,Books,Children,Delhi,Direct,UPI,1,740.51,5,37.03,703.48,390.5,312.98,44.49,0,,4,3
ORD10129,CUST3102,2024-01-12,January,Q1,Electronics,Camera,Delhi,Social Media,COD,1,21870.13,0,0.0,21870.13,14340.69,7529.44,34.43,0,,5,10
ORD10130,CUST1084,2024-01-12,January,Q1,Home & Kitchen,Appliances,Kolkata,Social Media,Debit Card,2,9133.28,0,0.0,18266.56,9054.74,9211.82,50.43,0,,5,1
ORD10131,CUST3051,2024-01-12,January,Q1,Fashion,Footwear,Hyderabad,Referral,Debit Card,1,4943.07,10,494.31,4448.76,2378.12,2070.64,46.54,0,,3,8
ORD10132,CUST3066,2024-01-13,January,Q1,Fashion,Accessories,Bangalore,Organic Search,Net Banking,1,2657.74,25,664.44,1993.3,1225.85,767.45,38.5,0,,4,6
ORD10133,CUST1232,2024-01-13,January,Q1,Electronics,Mobile,Mumbai,Social Media,COD,3,57029.44,10,17108.83,153979.49,117166.0,36813.49,23.91,0,,5,3
ORD10134,CUST2613,2024-01-13,January,Q1,Fashion,Mens Clothing,Mumbai,Paid Ads,Credit Card,1,925.49,15,138.82,786.67,487.74,298.93,38.0,0,,5,8
ORD10135,CUST1552,2024-01-13,January,Q1,Toys,Action Figures,Ahmedabad,Organic Search,UPI,1,1900.77,0,0.0,1900.77,1291.39,609.38,32.06,0,,5,11
ORD10136,CUST1684,2024-01-13,January,Q1,Fashion,Accessories,Delhi,Organic Search,Credit Card,1,2227.82,0,0.0,2227.82,1154.35,1073.47,48.18,0,,5,1
ORD10137,CUST1198,2024-01-13,January,Q1,Home & Kitchen,Furniture,Hyderabad,Organic Search,Credit Card,1,14999.35,10,1499.94,13499.42,10152.93,3346.48,24.79,0,,3,3
ORD10138,CUST2921,2024-01-13,January,Q1,Beauty,Skincare,Mumbai,Social Media,Debit Card,1,2167.66,25,541.92,1625.74,1465.3,160.45,9.87,0,,5,9
ORD10139,CUST1638,2024-01-14,January,Q1,Fashion,Mens Clothing,Chennai,Social Media,Debit Card,2,1842.64,5,184.26,3501.02,2509.38,991.64,28.32,1,Not as Described,1,6
ORD10140,CUST1541,2024-01-14,January,Q1,Toys,Board Games,Ahmedabad,Social Media,COD,1,638.14,20,127.63,510.51,366.32,144.2,28.25,0,,5,1
ORD10141,CUST1990,2024-01-14,January,Q1,Toys,Educational,Hyderabad,Organic Search,UPI,3,1178.12,0,0.0,3534.36,2355.6,1178.76,33.35,1,Wrong Item,4,9
ORD10142,CUST3494,2024-01-14,January,Q1,Fashion,Womens Clothing,Mumbai,Paid Ads,Net Banking,1,3711.96,10,371.2,3340.76,2552.68,788.08,23.59,0,,5,7
ORD10143,CUST2504,2024-01-14,January,Q1,Home & Kitchen,Decor,Hyderabad,Referral,UPI,1,13043.39,10,1304.34,11739.05,6928.05,4811.0,40.98,1,Late Delivery,5,1
ORD10144,CUST3350,2024-01-14,January,Q1,Fashion,Footwear,Pune,Paid Ads,Debit Card,2,2918.8,20,1167.52,4670.08,3238.23,1431.85,30.66,0,,2,1
ORD10145,CUST2143,2024-01-14,January,Q1,Fashion,Womens Clothing,Bangalore,Social Media,UPI,2,2323.99,0,0.0,4647.98,2927.34,1720.64,37.02,0,,3,5
ORD10146,CUST2894,2024-01-14,January,Q1,Electronics,Mobile,Kolkata,Email,Net Banking,2,57555.64,0,0.0,115111.28,60443.78,54667.5,47.49,0,,4,11
ORD10147,CUST2006,2024-01-14,January,Q1,Home & Kitchen,Decor,Hyderabad,Email,UPI,4,6391.91,0,0.0,25567.64,16323.72,9243.92,36.15,0,,5,4
ORD10148,CUST2863,2024-01-14,January,Q1,Home & Kitchen,Furniture,Kolkata,Social Media,UPI,1,12407.97,25,3101.99,9305.98,5812.8,3493.18,37.54,0,,5,8
ORD10149,CUST1717,2024-01-14,January,Q1,Electronics,Camera,Hyderabad,Direct,Net Banking,1,63760.59,0,0.0,63760.59,37036.91,26723.68,41.91,0,,5,2
ORD10150,CUST3909,2024-01-14,January,Q1,Fashion,Mens Clothing,Mumbai,Paid Ads,Credit Card,3,2885.39,0,0.0,8656.17,4159.97,4496.2,51.94,0,,4,6
